movieId,meta-data
2325,Comedy   TreyParker DianBachar MattStone MichaelDeanJacobs RobynLynneRaab MasaoMaki RonJeremy AndrewKemler DavidDunn JosephArsenault MarcusVaughn JosephMoore JefferyBowman JohnMarlo ChaseyLain LloydKaufman JillKelly ToddyWalters JuliAshton JeffSchubert DesiSingh JasonMcHugh ThomKlohn AnnaKazuki Barocca EricStough MaxHardcore ChristiLake JeannaFine DaviaArdell JacklynLick MelissaHill Serenity MelissaMonet PeterRomero  TreyParker
2326,Crime Drama  WilliamBaldwin AnneParillaud LisanneFalk GrahamGreene BulleOgier  RaúlRuiz
2327,Thriller Comedy Fantasy Horror  DebbieHarry MatthewLawrence DavidForrester ChristianSlater RobertSedgwick SteveBuscemi DonaldVanHorn MichaelDeak JulianneMoore GeorgeGuidall RalphMarrero KathleenChalfant DavidJohansen PaulGreeno WilliamHickey AliceDrummond DoloresSutton MarkMargolis JamesRemar AshtonWise PhilipLenkowsky RobertKlein RaeDawnChong JoeDabenigno LarrySilvestri DonnaDavidge NicoleLeach DanielHarrison  JohnHarrison
2328,"Action Fantasy Horror  JamesWoods DanielBaldwin SherylLee ThomasIanGriffith MaximilianSchell TimGuinee MarkBooneJunior GregorySierra Cary-HiroyukiTagawa ThomasRosalesJr. HenryKingi DavidRowden ClarkeColeman MarkSivertsen JohnFurlong AngelinaTorres JimmyOrtega GilbertRosales DanielleBurgio LauraCordova TroyRobinson AnitaHart JohnCasino ChadStahelski SteveBlalock MarjeanHolden CrisThomas-Palomino JuliaMcFerrin LoriDillen JakeWalker MichaelHuddleston ToddAnderson LuceRains DennisE.Garber RobertLewisBush FrankDarabont MonaGarcía CandiceKirkiles NevaLucero HelenMoreno JaniceRichmond JuanitaRomano AnnRomero ElisaValdez AprilWinters LexLang James""JR""Pollard  JohnCarpenter"
2329,"Drama  EdwardNorton EdwardFurlong BeverlyD'Angelo JenniferLien EthanSuplee FairuzaBalk AveryBrooks ElliottGould StacyKeach WilliamRuss GuyTorry JoeCortese JasonBoseSmith AntonioDavidLyons AlexSol KeramMalicki-Sánchez GiuseppeAndrews MichelleChristineWhite JonathanFowlerJr. ChristopherMasterson NicholasR.Oleson JordanMarder PaulLeMat ThomasL.Bellissimo CherishLee SamVlahos TaraBlanchard AnneLambton SteveWolford RichardNoyce DansoGordon JimNorton DavidBasulto AlexisRoseCoen KianteElam PaulHopkins KeithOdett PaulE.Short NigelMiguel DarrellBritt Robert'Duckie'Carpenter Sydney""BigDawg""Colston JohnEmbry MaximillianKesmodel AllieMoss BarbieMarie SelwynWard SamSarpong DenneyPierce GlendonRich  TonyKaye"
2330,Documentary  BrentBaskin DavidGrotheim BennyPerkins J.D.Drew NormaValverde AngieTurner PaulPrince RonaldMcCowan KerriParker RaulMartinez KelliMangrum TomFelker JanisCurtis GregCox RussellWelch  S.R.Bindler
2331,Comedy Drama Romance  HollyHunter DannyDeVito QueenLatifah MartinDonovan RichardSchiff EliasKoteas MariangelaPino EddieCibrian ClarkAnderson EllenMcElduff IvanKronenfeld FilFormicola NickSandow JenetteGoldstein LinShaye JohnF.O'Donohue FredScialla AnthonyRussell SySher SalJenco GinaPhilips KateMcGregor-Stewart MitchGreenberg TamlynTomita HenryWoronicz TaylorLeigh MervynWarren ReggieHamilton PeterMichaelEscovedo MarkSchultz MichaelJames GeraldAlbright PlasJohnson JustoAlmario VincentTrombettaJr. MattMcKane RobinMcDonald YolandaSnowball DeborahGeffner RachaelLeighCook ChristianHill EdFry JudithRegan SeanDooley TerryRhoads SusanReno ClaudiaShear MikeMoyer SybilAzur  RichardLaGravenese
2332,"Crime Drama  DMX Nas HassanJohnson TaralHicks TionneWatkins Oliver""Power""Grant LouieRankin StanleyDrayton JamesParris MethodMan KurtLoder BenChavis TyrinTurner JayBlack John'B.J.'Bryant Prince'Blunt'Graham Wondosas'Kilo'Martin ShaunMorrison FrankVincent EricKeithMcNeil XavierSimmons LaVitaRaynor MonicaMichaels JenGatien Az DavidEdwards JeffreyH.Kaufman BrantSpencer AdamVignola MicaalStevens MichaelWoodhouse TyroneLewis CarmenYannuzziJr. CrystalN.Johnson JamesGresham MichaelManning TonyDevon AkimBlack Bogle PaulBorghese JoeCrosson BrotherEdenDouglas DufflynLammers SteveNuke SeanPaul AkilahShedrick Ronald'TooSmall'Small NickStellate  HypeWilliams"
2333,Drama Magyar  IanMcKellen BrendanFraser LynnRedgrave LolitaDavidovich DavidDukes KevinJ.O'Connor MarkKiely JackPlotnick RosalindAyres JackBetts MattMcKenzie ToddBabcock CorneliaHayesO'Herlihy BrandonKleyla PamelaSalem MichaelO'Hagan DavidMillbern AmirAboulela MarlonBraccia JesseLong OwenMasterson LisaVastine KentGeorge MartinFerrero DavidFabrizio JesseJames LisaDarr PaulMichaelSandberg JudsonMills ArthurDignam JohnGatins CurtisHarrington JamesLecesne SarahAnnMorris RichardPines JenniferTolkachev  BillCondon
2334,Drama Action Thriller Crime  DenzelWashington AnnetteBening BruceWillis TonyShalhoub SamiBouajila AasifMandvi MarkValley JackGwaltney DavidProval LanceReddick WoodHarris DavidCostabile SaidFaraj ChristianChase ChipZien AhmedBenLarby LiannaPai JacquelineAntaramian DonnaHanover DakinMatthews JohnRothman JohnHenryCox E.KatherineKerr JimmieRayWeeks WillLyman VictorSlezak ChrisMessina SusieEssman AriannaHuffington BillClinton DianaNaftal BenShenkman DakinMatthews RayGodshallSr. GilbertRosales AmroSalama JimShankman MattServitto JourdanFremin AnjuaWarfield-Maximo JeffBeatty RoryJ.Aylward RobertScheer MattMiller AliAfshar JohnBeard StanBrooks AlexChadwick EpiColon JudydeAngelis LuisJimenez SeanHannity RonKuby DanielSchorr CurtisSliwa SusanStamberg MaryAliceWilliams MikeAkrawi MichaelArthur LisaMasters RobinAnnePhipps ValeriaVonLeczyckiGoncharovaBarrett  EdwardZwick
2335,Comedy  AdamSandler KathyBates FairuzaBalk HenryWinkler JerryReed LawrenceGilliardJr. BlakeClark PeterDante JonathanLoughran AlWhiting ClintHoward AllenCovert RobSchneider LawrenceTaylor DanPatrick FrankCoraci JenniferTaylor KellyHare BrettRice JohnFarley KevinFarley LeeCorso BillCowher DanFouts ChrisFowler JimmyJohnson BrentMusburger LynnSwann PaulWight TomNowicki KevinReid MartyEliSchwartz ToddHolland RobertKokol AaronJ.Brooks PatrickMartinJr.  FrankCoraci
2336,Drama History  CateBlanchett JosephFiennes GeoffreyRush ChristopherEccleston JohnGielgud RichardAttenborough FannyArdant EricCantona VincentCassel KathyBurke EdwardHardwicke EmilyMortimer JamesFrain KellyMacdonald KennyDoughty DanielCraig AlfieAllen JamieForeman LilyAllen AmandaRyan SallyGrey ElikaGibbs SarahOwen KateLoustau DanielMoynihan JeremyHawk DaisyBevan HayleyBurroughs JoeWhite LiamFoley MattAndrews BenFrain LewisJones MichaelBeint AngusDeayton JosephO'Conor BrendanO'Hea EdwardHighmore JamesRowe DonaldPelmear TimBevan LizGiles RodCulbertson PeterStockbridge ValerieGale GeorgeAntoni WayneSleep CharlesCartmell EdwardPurver VladimirVega JenniferLewicki VivianeHorne NickSmallman JamesBritton Jean-PierreLéaud BenMars DanielO'Meara JocelynQuivrin MatthewRhys JasonSavin ChristianSimpson  ShekharKapur
2337,Drama Music  EwanMcGregor JonathanRhysMeyers ToniCollette ChristianBale EddieIzzard EmilyWoof MichaelFeast JanetMcTeer MaireadMcKinley LukeMorganOliver OsheenJones MickoWestmoreland DamianSuchet DannyNutt WashWestmoreland DonFellows GaniatKasumu RayShell AlastairCumming ZoeBoyce JimWhelan SylviaGrant TimHans RyanPope StuartCallaghan JamesFrancis CallumHamilton LindsayKemp CarlosMiranda EmmaHandy MatthewGlamour DanielAdams BryanTorfeh JosephBeattie SarahCawood DavidHoyle WinstonAustin IvanCartwright PeterSwordsKing JustinSalinger RogerAlborough PeterBradleyJr. JonathanCullen WilliamKey VincentMarzello CoreySkaggs NathanOsgood NadiaWilliams BrianMolko AntonyLangdon Xavior SteveHewitt GuyLeverton VinneyReck Keith-LeeCastle EdenFord JonoMcGrath PerryClayton DonnaMatthews Ritz StefanOlsdal TrevorSharpe  ToddHaynes
2338,Horror Mystery Thriller  JenniferLoveHewitt FreddiePrinzeJr. BrandyNorwood MekhiPhifer MatthewSettle MuseWatson JenniferEsposito BillCobbs JeffreyCombs JohnHawkes JackBlack EllerineHarding BenjaminBrown RedWest MichaelP.Byrne MichaelBryanFrench DeeAnneHelsel JohnnyHarrington MarkBooneJunior SylviaShort  DannyCannon
2339,Comedy Family  JonathanTaylorThomas JessicaBiel AdamLaVorgna GaryCole EveGordon LaurenMaltby AndrewLauer SeanO'Bryan LesleyBoone AmzieStrickland NatalieBarish MarkdelaCruz KathleenFreeman JackKenny CeliaKushner BlairSlater P.J.Prinsloo KevinHansen JamesSherry AlexandriaMitchell EricPospisil CathyWeseluck PeterKelamis BettyLinde AwaovieyiAgie BrendanBeiser GraemeKingston IanRobison ErnieJackson KurtMaxRunte NicoleOliver TashaSimms DmitryChepovetsky DoloresDrake ChristineWilles NickMisura MarkAcheson BartAnderson J.B.Bivens AnnetteReilly ManamiHara TomHeaton SarahMay AlexanderMilani RonTimms DavidNeale PaulNorman MichaelP.Northey EileenPedde MelissaBarkerSauer MikeBattie ElizabethFriedman BonnieSmart  ArleneSanford
2340,Fantasy Drama Romance Nederlands  BradPitt AnthonyHopkins ClaireForlani JakeWeber MarciaGayHarden JeffreyTambor JuneSquibb GeneCanfield SuzanneHevner StephenAdlyGuirgis DavidS.Howard LoisKelly-Miller JahnniSt.John RichardClarke MadelineBalmaceda MarylouiseBurke DianeKagan  MartinBrest
2341,Drama  MerylStreep CatherineMcCormack BridBrennan KathyBurke SophieThompson MichaelGambon RhysIfans LorcanCranitch DarrellJohnston JohnKavanagh MarieMullen DawnBradfield PeterGowen KateO'Toole  PatO'Connor
2342,Drama Comedy Music  HughDillon CallumKeithRennie JohnPyper-Ferguson BernieCoulson JulianRichings BenitaHa ClaudiaFerri JoeyRamone CorrineKoslo ArtBergmann TerryDavidMulligan NicoleParker MeganLeitch MichaelKopsa AlexaMardon XanthaRadley JenniferBishop SamayaJardey MorganBrayton DeanParaskevopoulos DanielSalerno JoeKeithley  BruceMcDonald
2343,Drama Comedy  MichaelRapaport MichaelJeter RachaelLeighCook ArijaBareikis JohnCarrollLynch JohnSlattery MartinFerrero JoeGrifasi PeterThoemke KatherineDisque JimmyNoonan JamesGaulke MarkPovinelli BenBarenholtz DougFisher  J.ToddAnderson
2344,Action Thriller Drama Adventure  JonVoight EricRoberts RebeccaDeMornay KyleT.Heffner JohnP.Ryan T.K.Carter KennethMcMillan StaceyPickren WalterWyatt EdwardBunker ReidCruickshanks DanWray MichaelLeeGogin JohnBloom HankWorden DannyTrejo Tom'Tiny'ListerJr. DennisFranz JohnOtrin NormanAlexanderGibbs DennisOtt DonPugsley JohnFountain WallyRose JohnRichardPetersen WilliamTregoe  AndreiKonchalovsky
2345,Drama Family  AnnabethGish JonVoight JoBethWilliams EllenBarkin JayUnderwood AllenGarfield ChristineLahti LauraRasmussen  EugeneCorr
2346,Horror Mystery Science Fiction Thriller  KatharineRoss PaulaPrentiss NanetteNewman JudithBaldwin PeterMasterson TinaLouise CarolEveRossen WilliamPrince MaryStuartMasterson PatrickO'Neal DeeWallace GeorgeCoe FranklinCover CaroleMallory ToniReid BarbaraRucker RobertFields JosefSommer PaulaTrueman MichaelHiggins MarthaGreenhouse NeilBrooksCunningham RemakRamsay RonnySullivan JohnAprea KennethMcMillan TomSpratley  BryanForbes
2347,Action Comedy Crime Drama  EricRoberts MickeyRourke DarylHannah GeraldinePage KennethMcMillan TonyMusante M.EmmetWalsh BurtYoung JackKehoe PhilipBosco ValAvery JoeGrifasi TonyDiBenedetto RonaldMaccone BettyMiller ThomasA.Carlin LeonardTermo MartyBrill JohnEricBentley EdSetrakian RikColitti JohnFinn KevinBreslin GerardMurphy EdO'Ross PeterConti TonyLip ClemCaserta FrankVincent ClaudeVincent AnnaLevineThomson RandallEdwards BoSmith JacquesSandulescu EdDeLeo JoséAngelSantana SamuelG.Laken LindaIpanema TinaVaughn PaulHerman JoanShangold HenryYuk FelixPitre JamesBulleit PaulAustin WilliamDuell KenButler CarlottaSchock TalisaSoto NickVallelonga  StuartRosenberg
2348,Drama Romance  GaryOldman ChloeWebb DavidHayman DebbyBishop AndrewSchofield XanderBerkeley PerryBenson TonyLondon SandyBaron SyRichardson EdwardTudor-Pole BiffYeager CourtneyLove RustyBlitz JohnSpaceley CoatiMundi AnneLambton KathyBurke SaraSugarman MarkMonero MicheleWinstanley AndyBradford BarbaraColes PeteLee-Wilson GrahamFletcher-Cook StuartFox VictoriaHarwood JudeAlderson JamesSnell NivenBoyd MiguelSandoval PattiTippo JohnM.Jackson PeterMcCarthy DesiréeErasmus GloriaLeRoy MiltonSelzer BruceJ.Magrane StefanieAuerbach JeffreyKumer BradleyLieberman TriciaBartholome JeanneMcCarthy JohnSnyder RonMoseley FoxHarris IggyPop SuchiAsano JulieSt.Claire DanielLouisRivas KeithMorris AlexanderFolk AlexCox  AlexCox
2349,Crime Drama Romance Thriller  BobHoskins CathyTyson MichaelCaine RobbieColtrane ClarkePeters KateHardie ZoëNathenson SammiDavis JoeBrown PaulineMelville HosseinKarimbeik DavidHalliwell MaggieO'Neill PerryFenwick GaryCady RichardStrange KennyBaker JackPurvis BillMoore RodBedall RaadRawi DawnArchibald  NeilJordan
2350,"Comedy Crime Drama Fantasy Afrikaans  BobHoskins DenzelWashington ChloeWebb RogerE.Mosley Ja'netDuBois AlanRachins RayBaker JeffreyMeek EvaLaRue FrankR.Roach RobertApisa KieranMulroney LisaStahl ClaytonLandey JuliaSilverman PhyllisHamlin JeffMacGregor GeorgeKyle BillApplebaum MaryCatherineWright JohnnyWalker KenMartinez DianeCary MonteLandis Anthony""Wink""Atkinson DeidreHarris RonTaylor KendallMcCarthy TheresaRandle MarkLowenthal BillyOscar ChickHearn JohnnieJohnsonIII RickMarzan DeanWein BobbyBass GregoryJ.Barnett TommyJ.Huff GarySax  JamesD.Parriott"
2351,Drama  GiuliettaMasina FrançoisPérier FrancaMarzi AmedeoNazzari AldoSilvani DorianGray EnnioGirolami MarioPassante FrancoBalducci CiccioBarbi LucianoBonanni LeoCatozzo MimmoPoli DominiqueDelouche FrancoFabrizi SandroMoretti Polidor MaríaLuisaRolando GianniBaghino RiccardoFellini NinoMilano SergioParlato ChristianTassou  FedericoFellini
2352,Comedy Drama  TomBerenger GlennClose JeffGoldblum WilliamHurt KevinKline MaryKayPlace MegTilly JoBethWilliams DonGalloway JamesGillis KenPlace JonathanKasdan IraStiltner JakeKasdan MurielMoore MegKasdan PatriciaGaul  LawrenceKasdan
2353,Action Drama Thriller  WillSmith GeneHackman JonVoight ReginaKing LorenDean JakeBusey BarryPepper JasonLee LisaBonet JackBlack JamieKennedy ScottCaan GabrielByrne StuartWilson TomSizemore SethGreen JasonRobards PhilipBakerHall LauraCayouette IanHart JamesLeGros JaschaWashington AnnaGunn GrantHeslov DanButler BodhiElfman JacobChambers AlexandraBalahoutis RebecaSilva BobbyBoriello CarlMergenthaler MattiasKraemer LilloBrancato JohnCapodice VicManni T.R.Richards IvanaMiličević PatsyGradyAbrams BeatrizMayoral KaseyLynnQuinn ElizabethBerman DonnaW.Scott AllisonSie MichaelAndolini ArthurJ.Nascarella JohnCenatiempo JoyceFlickWendl FrankMedrano DennisSeanFahey AlbertWong ChristopherLawrence JohnHaynesWalker JosephPatrickKelly LennoxBrown MartinBosworth NancyYee TroyA.Cephers CarlosGómez RobertGersicoff ArnieAlpert GregCollins DougRoberts LarryKing WarrenOlney PennyGriego EricKeung DavidHan NoelWerking SamDeCrispino WayneA.Larrivey RhondaOverby LillieShawHamer BrennaMcDonough CallisonSlater ColinBrodie DanielCano JoyEhrlich EricOlson MarcusTroy AdamKarkowsky SteveUhrig RobynKillian LauraEizenia AngelicaPamintuan VeneL.Arcoraci CharlieCurtis RaichleWatt MichaelJ.Walker JackilynnWard JasonWelch JoshuaWard PeteSutton TomQuinn RobertO'Rourke JohnAllendorfer ChrisHolt AndreBlair GregGoossen PaulHerman  TonyScott
2354,Family Animation Comedy Adventure  WhoopiGoldberg DavidSpade ElizabethDaily TaraStrong ChristineCavanaugh KathSoucie CherylChase TimCurry JackRiley BustaRhymes MichaelBell JoeAlaskey PhilProctor CreeSummer TressMacNeille MelanieChartoff HattieWinston AndreaMartin TonyJay AbrahamBenrubi GreggBerger CharlieAdler MaryGross EdieMcClurg RogerClinton Jr. MargaretCho IggyPop LouisFresse LisaLoeb LennyKravitz DawnRobinson LouRawls KatePierson CindyWilson GordonGano LaurieAnderson MalikIsaacTaylor FredSchneider JakobDylan PattiSmith Beck StevenZirnkilton FrankWelker  NortonVirgien IgorKovalyov
2355,Adventure Animation Comedy Family  DaveFoley KevinSpacey JuliaLouis-Dreyfus HaydenPanettiere PhyllisDiller RichardKind DavidHydePierce JoeRanft DenisLeary JonathanHarris MadelineKahn BonnieHunt MichaelMcShane JohnRatzenberger BradGarrett RoddyMcDowall EdieMcClurg AlexRocco DavidOssman CarlosAlazraqui JackAngel BobBergen KimberlyJ.Brown RodgerBumpass AnthonyBurch JenniferDarling RachelDavey DebiDerryberry PaulEiding JessicaEvans BillFarmer SamGifaldi BradHall JessHarnell BrendenHickey KateCharlotteHodges DeniseJohnson DavidL.Lander JohnLasseter SherryLynn MickieMcGowan CourtlandMead ChristinaMilian KelseyMulrooney RyanO'Donohue JeffPidgeon PhilProctor JanRabson JordanRanft BrianM.Rosen RebeccaSchneider FrancescaMarieSmith AndrewStanton HannahSwanson RussiTaylor TravisTedford AshleyTisdale LeeUnkrich JordanWarkol PatFry KathSoucie  JohnLasseter
2356,Drama Comedy  KennethBranagh JudyDavis JoeMantegna LeonardoDiCaprio CharlizeTheron WinonaRyder MelanieGriffith FamkeJanssen BebeNeuwirth PattiD'Arbanville CarmenDell'Orefice TonySirico KennethEdelson AllisonJanney HankAzaria TonyDarrow DouglasMcGrath AdrianGrenier SamRockwell JohnDoumanian MichaelLerner DylanBaker J.K.Simmons JeffreyWright GretchenMol DebraMessing DonaldTrump CeliaWeston KarenDuffy DonnaHanover LeslieShenkel WoodHarris FrankPellegrino AidaTurturro RenéeLippin IrinaPantaeva MarkVanderloo FrederiquevanderWal LauraNativo LarryPine MarianSeldes DavidMargulies GregMottola JeffMazzola DickMingalone VladimirBibic FranciscoQuijada AleksaPalladino DanMoran PeterCastellotti A.LeeMorris MauriceSonnenberg CraigUlmschneider MinaBern JanetMarlow TommieBaxter KathleenDoyle ArthurBerwick JodiLong JohnCarter MoniqueFowler MarylouiseBurke PeterBoyden PeterMcRobbie MaureenMcNamara MaryCatherineWright MelindaEng IsaacMizrahi AlmaCuervo ÈveSalvail PollyAdams BrianMcConnachie AnthonyMason DaisyPrince TinaSloan DayleHaddon BillGerber JulieHalston KateBurton ReubenJackson AndreGregory SkipRose AliciaMeer BeckyAnnBaker MichaelKell SteveMellor GerryBecker IleenGetz RobertCuccioli SurinderKhosla FrederickRolf RamseyFaragallah WilliamAddy PatrickThomasMcCarthy BernardAddison MarySamuels SarahBuff HeatherMarni BrunoGunn SeanDaloise MatthewSweeney KyleKulish SamGray MarilynRaphael AntonetteSchwartzberg GabrielMillman AdamSietz MichaelCrecco NealArluck TimothyJerome JosephTudisco JimMoody RobertTorres StevenRandazzo JohnCostelloe MaryJoButtafuoco JoeyButtafuoco LorriBagley RichardMawe TedNeustadt BruceJayFriedman EricaJong NedEisenberg ClebertFord RalphPope RickMowat VictorColicchio RobertCividanes DonegalFitzgerald HowardErskine RayCohen AngelCaban IngridRogers BrianMcCormack GigiWilliams  WoodyAllen
2357,Drama Português  FernandaMontenegro ViníciusdeOliveira MaríliaPêra OthonBastos OtávioAugusto MatheusNachtergaele CaioJunqueira StelaFreitas MariaMenezes SergioKato SoiaLira RitaAssemany HarildoDéda GildásioLeite NanegoLira JoséPereiradaSilva EveraldoPontes InaldoSantana GideonRosa AntonietaNoronha  WalterSalles
2358,History Drama War Bosanski Srpski  DennisQuaid PascalRollin CatlinFoster StellanSkarsgård JohnMaclaren NatašaNinković NastassjaKinski SergejTrifunović NebojšaGlogovac KostaAndrejevic LjiljanaKrstić SanjaZogovic VeljkoOtašević MarinaBukvički DušanPerković DajanaRadevic SanjaBorodenko AleksandraBorodenko  PredragAntonijević
2359,Comedy Gaeilge  IanBannen DavidKelly FionnulaFlanagan SusanLynch BrendanDempsey JamesNesbitt PaulVaughan MauraO'Malley RobertHickey PaddyWard JamesRyland FintanMcKeown EileenDromey KittyFitzgerald DermotKerrigan JimmyKeogh MatthewDevitt RennieCampbell EamonnDoyle RaymondMacCormac LarryRandall JimAshford LewisCharlesBarham ColinBendall DodoBickerdike JoyBirnie JamesBishop PeterBradford StevenBurke DerickBussey NormanCain MargaretCain PeterCarroll BarbaraClague PamCourtenaySmith EdwinaCrebbin JillCruddace TedCruddace HeatherDawes GeorgeEgee JillFoster SusanHidson MargaretHorsfield JohnKaighin UnaKing AnneLace ShirleyLewney AlixMorrey PatO'Donohue GedPearce StellaPixton JoycePullin CharlieRead ThomasReeder AdrianRobinson  KirkJones
2360,Drama Dansk  UlrichThomsen HenningMoritzen ThomasBoLarsen PaprikaSteen BirtheNeumann TrineDyrholm HelleDolleris ThereseGlahn KlausBondam BjarneHenriksen GbatokaiDakinah LasseLunderskov LarsBrygmann LeneLaubOksen LindaLaursen JohnBoas ErnaBoas BentHenningsen PoulKajbæk VibekeDalset JanneThomsen AnetteJakobsen PoulPetersen GulliSejrsen VibekeKaiser JohnJohnsen DanEilertsen SørenSögreni KateGoldschmidt JensNørring BentKaiser MariaMyrgård PeterKrag StigPoulHansen KajRasmussen RobertStrandgård GryWorreHallberg René ChristineLouiseJørgensen DorteOlofsen KasperOlofsen EmilianSejersen SusanneFunck RosmarieJørgensen LasseJacobsen SigridAalbækJensen MikkelJacobsen BirgitteSimonsen ThomasVinterberg  ThomasVinterberg
2361,Comedy Crime  Divine DavidLochary MaryVivianPearce MinkStole DannyMills EdithMassey ChanningWilroy CookieMueller PaulSwift SusanWalsh LindaOlgeirson PatMoran JackWalsh BobSkidmore PatLefaiver JackieSidel JulieMunshauer SteveYeager NancyCrystal GeorgeFiggs JohnOden GeorgeStoll DavidGluck ElizabethCoffey MargieDonnelly MargieSkidmore BerenicaCipcus IrisBurman RandyBurman DonBlumberg VincentPeranio BobAdams MarkLazarus DavidLehman CatrionaMaloney RichardKeller CharlieSwope BarryGolome EdPeranio EliaKatz SteveWaters BillyDavis HowardGruber VanSmith ChuckYeaton LaurieBirnbaum LennyTaylor TrickGrantham MarkIsherwood RandyDamm AlanReese AlbertaReese CowboyFoulke DavidSanders BrigetteGrey JohnHerndon EllisClark JoeWilepski PaulLandis LawrenceIrvine MarinaMelin MaxMueller JohnWaters  JohnWaters
2362,Drama  BelaLugosi LyleTalbot TimothyFarrell DoloresFuller 'Tommy'Haynes EdwardD.WoodJr. CharlieCrafts ConradBrooks HenryBederski CarolDaugherty 'Captain'DeZita HelenMiles ShirleySperil AmzieStrickland HarryThomas WilliamC.Thompson 'Mr.Walter'Hadjwiecyz GeorgeWeiss EvelynWood  EdwardD.WoodJr.
2363,Thriller Horror Science Fiction   AkiraTakarada MomokoKôchi AkihikoHirata TakashiShimura FuyukiMurakami SachioSakai RenYamamoto ToyoakiSuzuki ToranosukeOgawa HiroshiHayashi SeijirôOnda KinSugai HaruoNakajima TsurukoMano KokutenKōdō TadashiOkabe JirôMitsuaki RenImaizumi SôkichiMaki KenjiSahara YasuhisaTsutsumi TakeoOikawa JunpeiNatsuki KatsumiTezuka SaburôIketani ShizukoAzuma ShizukoHigashi KiyoshiKamata KeijiSakakida TamaeSengo  IshirōHonda
2364,Action Science Fiction Thriller Horror  RaymondBurr KenTanaka YasukoSawaguchi ShinTakuma KeijuKobayashi EitarōOzawa TaketoshiNaitô MizuhoSuzuki JunkichiOrimoto HiroshiKoizumi KeiSatō TakenoriEmoto ShoHashimoto NobuoKaneko KunioMurai YoshifumiTajima ShigeoKatô TetsuyaTakeda KojiIshizaka KenpachirōSatsuma WarrenJ.Kemmerling JamesScottHess TravisSwords YōsukeNatsuki  R.J.Kizer KojiHashimoto
2365,Action Adventure Science Fiction   TadaoTakashima KenjiSahara YūFujiki IchirôArishima JunTazaki AkihikoHirata MieHama AkikoWakabayashi AkemiNegishi YoshioKosugi YoshifumiTajima IkioSawamura SomeshôMatsumoto KōMishima SachioSakai TatsuoMatsumura SenkichiÔmura SenshôMatsumoto RenYamamoto HaruyaKatô ShinÔtomo NadaoKirino YasuhisaTsutsumi KenzôTabu TakuzōKumagai HideoShibuya DouglasFein HaroldConway OsmanYusuf ShôichiHirose HaruoNakajima KatsumiTezuka  IshirōHonda
2366,Adventure Fantasy Horror  RobertArmstrong FayWray BruceCabot FrankReicher VictorWong JamesFlavin SamHardy NobleJohnson SteveClemente RoscoeAtes MerianC.Cooper FrancesCurry PaulPorcasi ErnestB.Schoedsack HarryStrang BillWilliams DickCurtis ReginaldBarlow RoyBrent EdwardClark HarryCornbleth JamesDime CharlieHall AllenJenkins GeorgeMagrill JohnNorthpole GilPerkins JackPerry HarryTenbrook SailorVincent BlackieWhiteford DorothyGulliver CarlottaMonti SandraShaw LouiseEmmons  MerianC.Cooper ErnestB.Schoedsack
2367,Adventure Fantasy  JeffBridges JessicaLange CharlesGrodin JohnRandolph RenéAuberjonois JuliusHarris JackO'Halloran EdLauter JohnAgar JorgeMoreno MarioGallo JohnLone GarryWalberg KenyLong SidConrad GeorgeS.Whiteman WayneHeffley ToddBaker CorbinBernsen RayBuktenica LarryM.Byrd PeterCullen S.C.Dacy JamesDunaway NedGill DonaldF.Glut WaltGorney ShawnMcAllister EveMcVeagh LarryNaschel IraS.Rosenstein DavidRoya DavidUlmer KristephanWarren-Stevens BrentHuff RickBaker DennisFimple  JohnGuillermin
2368,Fantasy Action Adventure  LindaHamilton BrianKerwin JohnAshton PeterMichaelGoetz PeterElliott FrankMaraden GeorgeAntoni RobinCahall JimmieRayWeeks MichaelForest MarcClement JimGrimshaw LeonRippy MikeStarr JessicaLange JeffBridges  JohnGuillermin
2369,Comedy Crime  Madonna RosannaArquette AidanQuinn MarkBlum RobertJoy LaurieMetcalf AnnaLevineThomson WillPatton StevenWright JohnTurturro GiancarloEsposito RichardHell RocketsRedglare AnnieGolden RichardEdson AnnMagnuson JohnLurie PeterMaloney AnneCarlisle VictorArgo JoséAngelSantana SteveBosh DaisyBradford MaryJoy RosemaryHochschild IrisChacónTapia ShirleyStoler J.B.Waters ArtoLindsay HenryAdler MartyGold MichaelR.Chin PatrickJohnHurley TimothyCarhart CurtDempster ShirleyKaplan LázaroPérez JohnHoyt GaryRay GaryBinkow MichaelBramon JoyceGriffen PaulAustin RichardS.Lowy DonnaRitchie KimChan MichaelBadalucco ElieJ.Boubli AdeleBertei PeterCastellotti WendeDasteel SteveEidel MichaelKaufman IleneKristen CarolLeifer RichardPortnow IsabelGarcíaLorca TimRansom GildaTorterello StanleyBurns SandyDell RobertDahdah EdwardGalland KevinHarris DavidKellman HarshNayyar RobertShafran FrankStellato  SusanSeidelman
2370,Action Adventure Drama Português  PowersBoothe CharleyBoorman MegFoster YaraVaneau WilliamRodriguez EsteeChandler DiraPaes EduardoConde ArielCoelho PeterMarinker MarioBorges ÁtilaIório GabrielArcanjo GracindoJúnior ArthurMuhlenberg ChicoTerto RuyPolanah MariaHelenaVelasco TetchieAgbayani PauloVinícius AloisioFlores JoaoMauricioCarvalho IsabelBicudo PatriciaPrisco SilvanadeFaria  JohnBoorman
